ISO3,country,adm1_name,adm2_name,mkt_name,geo_id,price_date,year,month,lat,lon,currency,spatially_interpolated,price_open,price_high,price_low,price_close,trust_score,fuel_inflation_mom,post_subsidy_regime,is_national_avg,spread,momentum,spread_pct,price_close_lag1,price_close_lag3,price_close_lag6,price_close_lag12,rolling_mean_3m,rolling_mean_12m,rolling_std_12m,mom_change_pct,yoy_change_pct,trust_weighted_close,month_sin,month_cos,pelt_regime
NGA,Nigeria,Kano,Dawakin Tofa,Dawanau,gid_12090000084300000,2026-02-01,2026,2,12.09,8.43,NGN,0,576.64,607.48,545.8,575.1,9.7,22.63,1,0,61.680000000000064,-1.5399999999999636,10.6964,580.94,669.37,513.39,468.97,597.34,550.6091666666667,62.880676097789795,-1.0053,22.6304,5578.47,0.8660254031861399,0.500000001036284,2
NGA,Nigeria,Kano,Dawakin Tofa,Dawanau,gid_12090000084300000,2026-03-01,2026,3,12.09,8.43,NGN,0,587.56,656.89,566.06,656.89,9.7,38.62,1,0,90.83000000000004,69.33000000000004,15.4588,575.1,635.98,524.83,473.88,604.31,565.86,64.74493255003897,14.2219,38.6195,6371.833,1.0,1.7948967369654108e-09,2
NGA,Nigeria,Kano,Dawakin Tofa,Dawanau,gid_12090000084300000,2026-04-01,2026,4,12.09,8.43,NGN,0,697.01,780.32,655.63,728.32,9.7,48.17,1,0,124.69000000000005,31.31000000000006,17.8893,656.89,580.94,613.87,491.53,653.4366666666666,585.5925,75.26124997452061,10.874,48.1741,7064.704,0.8660254049810362,-0.49999999792743216,2
NGA,Nigeria,Borno,Magumeri,Magumeri Central,gid_121100000128300000,2007-01-01,2007,1,12.11,12.83,NGN,0,84.11,88.15,82.46,84.34,9.7,11.97,0,0,5.690000000000012,0.23000000000000398,6.765,,,,,84.34,84.34,,,,818.098,0.499999999481858,0.8660254040835881,0
NGA,Nigeria,Borno,Magumeri,Magumeri Central,gid_121100000128300000,2007-02-01,2007,2,12.11,12.83,NGN,0,85.54,88.39,82.69,88.21,9.7,11.97,0,0,5.700000000000003,2.6699999999999875,6.6635,84.34,,,,86.275,86.275,2.736503243191927,4.5886,,855.6369999999998,0.8660254031861399,0.500000001036284,0
NGA,Nigeria,Borno,Magumeri,Magumeri Central,gid_121100000128300000,2007-03-01,2007,3,12.11,12.83,NGN,0,90.43,93.27,87.58,90.18,9.7,11.97,0,0,5.689999999999998,-0.25,6.2922,88.21,,,,87.57666666666667,87.57666666666667,2.971066026417675,2.2333,,874.746,1.0,1.7948967369654108e-09,0
NGA,Nigeria,Borno,Magumeri,Magumeri Central,gid_121100000128300000,2007-04-01,2007,4,12.11,12.83,NGN,0,91.71,94.32,89.1,92.54,9.7,11.97,0,0,5.219999999999999,0.8300000000000125,5.6919,90.18,84.34,,,90.31,88.81750000000001,3.4703734189085007,2.617,,897.638,0.8660254049810362,-0.49999999792743216,0
NGA,Nigeria,Borno,Magumeri,Magumeri Central,gid_121100000128300000,2007-05-01,2007,5,12.11,12.83,NGN,0,94.49,96.94,92.03,93.29,9.7,11.97,0,0,4.909999999999997,-1.1999999999999886,5.1963,92.54,88.21,,,92.00333333333334,89.71200000000002,3.610162046224521,0.8105,,904.913,0.5000000025907099,-0.8660254022886916,0
NGA,Nigeria,Borno,Magumeri,Magumeri Central,gid_121100000128300000,2007-06-01,2007,6,12.11,12.83,NGN,0,94.81,97.13,92.04,92.04,9.7,11.97,0,0,5.089999999999989,-2.769999999999996,5.3686,93.29,90.18,,,92.62333333333333,90.10000000000001,3.36598871061684,-1.3399,,892.788,3.5897934739308216e-09,-1.0,0
NGA,Nigeria,Borno,Magumeri,Magumeri Central,gid_121100000128300000,2007-07-01,2007,7,12.11,12.83,NGN,0,93.49,95.85,91.1,91.1,9.7,11.97,0,0,4.75,-2.3900000000000006,5.0808,92.04,92.54,84.34,,92.14333333333333,90.24285714285715,3.095872059618068,-1.0213,,883.6699999999998,-0.4999999963730056,-0.8660254058784849,0
NGA,Nigeria,Borno,Magumeri,Magumeri Central,gid_121100000128300000,2007-08-01,2007,8,12.11,12.83,NGN,0,92.85,95.2,90.51,93.42,9.7,11.97,0,0,4.689999999999998,0.5700000000000074,5.0512,91.1,93.29,88.21,,92.18666666666667,90.64,3.078473647767674,2.5467,,906.174,-0.8660254013912434,-0.5000000041451357,0
NGA,Nigeria,Borno,Magumeri,Magumeri Central,gid_121100000128300000,2007-09-01,2007,9,12.11,12.83,NGN,0,95.11,97.38,91.42,91.42,9.7,11.97,0,0,5.959999999999994,-3.6899999999999977,6.2664,93.42,92.04,90.18,,91.98,90.72666666666666,2.891362135741562,-2.1409,,886.774,-1.0,-5.3846893227178126e-09,0
NGA,Nigeria,Borno,Magumeri,Magumeri Central,gid_121100000128300000,2007-10-01,2007,10,12.11,12.83,NGN,0,92.19,94.64,89.74,93.65,9.7,11.97,0,0,4.900000000000006,1.460000000000008,5.3151,91.42,91.1,92.54,,92.83,91.01899999999999,2.8784851340013327,2.4393,,908.405,-0.8660254067759328,0.4999999948185802,0
NGA,Nigeria,Borno,Magumeri,Magumeri Central,gid_121100000128300000,2007-11-01,2007,11,12.11,12.83,NGN,0,95.3,97.71,92.59,92.59,9.7,11.97,0,0,5.11999999999999,-2.7099999999999937,5.3725,93.65,93.42,93.29,,92.55333333333333,91.16181818181818,2.77154764772976,-1.1319,,898.1229999999999,-0.5000000056995626,0.8660254004937946,0
NGA,Nigeria,Borno,Magumeri,Magumeri Central,gid_121100000128300000,2007-12-01,2007,12,12.11,12.83,NGN,0,93.2,95.62,90.79,92.98,9.7,11.97,0,0,4.829999999999998,-0.21999999999999886,5.1824,92.59,91.42,92.04,,93.07333333333334,91.31333333333333,2.6941867834733406,0.4212,,901.906,-7.179586947861643e-09,1.0,0
NGA,Nigeria,Borno,Magumeri,Magumeri Central,gid_121100000128300000,2008-01-01,2008,1,12.11,12.83,NGN,0,94.22,96.5,91.95,94.44,9.7,11.97,0,0,4.549999999999997,0.21999999999999886,4.8291,92.98,93.65,91.1,84.34,93.33666666666666,92.15499999999999,1.71869136263612,1.5702,11.9753,916.0679999999999,0.499999999481858,0.8660254040835881,0
